Entity,Code,Year,Population
Cook Islands,COK,1986,18000
Cook Islands,COK,1987,18000
Cook Islands,COK,1988,18000
Cook Islands,COK,1989,18000
Cook Islands,COK,1990,18000
Cook Islands,COK,1991,18000
Cook Islands,COK,1992,19000
Cook Islands,COK,1993,19000
Cook Islands,COK,1994,19000
Cook Islands,COK,1995,19000
Cook Islands,COK,1996,19000
Cook Islands,COK,1997,19000
Cook Islands,COK,1998,18000
Cook Islands,COK,1999,18000
Cook Islands,COK,2000,18000
Cook Islands,COK,2001,18000
Cook Islands,COK,2002,18000
Cook Islands,COK,2003,19000
Cook Islands,COK,2004,19000
Cook Islands,COK,2005,19000
Cook Islands,COK,2006,19000
Cook Islands,COK,2007,19000
Cook Islands,COK,2008,19000
Cook Islands,COK,2009,19000
Cook Islands,COK,2010,18000
Cook Islands,COK,2011,18000
Cook Islands,COK,2012,18000
Cook Islands,COK,2013,18000
Cook Islands,COK,2014,18000
Cook Islands,COK,2015,18000
Cook Islands,COK,2016,18000
Cook Islands,COK,2017,18000
Cook Islands,COK,2018,18000
Cook Islands,COK,2019,18000
Costa Rica,CRI,1901,304930
Costa Rica,CRI,1902,312541
Costa Rica,CRI,1903,319966
Costa Rica,CRI,1904,326596
Costa Rica,CRI,1905,333518
Costa Rica,CRI,1906,339333
Costa Rica,CRI,1907,345810
Costa Rica,CRI,1908,350342
Costa Rica,CRI,1909,355469
Costa Rica,CRI,1910,359204
Costa Rica,CRI,1911,363535
Costa Rica,CRI,1912,366474
Costa Rica,CRI,1913,374377
Costa Rica,CRI,1914,381286
Costa Rica,CRI,1915,390510
Costa Rica,CRI,1916,393776
Costa Rica,CRI,1917,400349
Costa Rica,CRI,1918,406982
Costa Rica,CRI,1919,413599
Costa Rica,CRI,1920,420820
Costa Rica,CRI,1921,428755
Costa Rica,CRI,1922,440826
Costa Rica,CRI,1923,453237
Costa Rica,CRI,1924,465997
Costa Rica,CRI,1925,479116
Costa Rica,CRI,1926,492605
Costa Rica,CRI,1927,506473
Costa Rica,CRI,1928,520732
Costa Rica,CRI,1929,535392
Costa Rica,CRI,1930,550465
Costa Rica,CRI,1931,565963
Costa Rica,CRI,1932,581896
Costa Rica,CRI,1933,598279
Costa Rica,CRI,1934,615122
Costa Rica,CRI,1935,632440
Costa Rica,CRI,1936,650245
Costa Rica,CRI,1937,668551
Costa Rica,CRI,1938,687373
Costa Rica,CRI,1939,706725
Costa Rica,CRI,1940,726621
Costa Rica,CRI,1941,747078
Costa Rica,CRI,1942,768111
Costa Rica,CRI,1943,789735
Costa Rica,CRI,1944,811969
Costa Rica,CRI,1945,834829
Costa Rica,CRI,1946,858332
Costa Rica,CRI,1947,882496
Costa Rica,CRI,1948,907341
Costa Rica,CRI,1949,932886
Costa Rica,CRI,1950,946000
Costa Rica,CRI,1951,972000
Costa Rica,CRI,1952,1002000
Costa Rica,CRI,1953,1036000
Costa Rica,CRI,1954,1072000
Costa Rica,CRI,1955,1110000
Costa Rica,CRI,1956,1150000
Costa Rica,CRI,1957,1192000
Costa Rica,CRI,1958,1236000
Costa Rica,CRI,1959,1283000
Costa Rica,CRI,1960,1331000
Costa Rica,CRI,1961,1381000
Costa Rica,CRI,1962,1433000
Costa Rica,CRI,1963,1487000
Costa Rica,CRI,1964,1540000
Costa Rica,CRI,1965,1593000
Costa Rica,CRI,1966,1645000
Costa Rica,CRI,1967,1697000
Costa Rica,CRI,1968,1748000
Costa Rica,CRI,1969,1798000
Costa Rica,CRI,1970,1847000
Costa Rica,CRI,1971,1896000
Costa Rica,CRI,1972,1944000
Costa Rica,CRI,1973,1993000
Costa Rica,CRI,1974,2042000
Costa Rica,CRI,1975,2094000
Costa Rica,CRI,1976,2149000
Costa Rica,CRI,1977,2206000
Costa Rica,CRI,1978,2265000
Costa Rica,CRI,1979,2326000
Costa Rica,CRI,1980,2390000
Costa Rica,CRI,1981,2456000
Costa Rica,CRI,1982,2523000
Costa Rica,CRI,1983,2593000
Costa Rica,CRI,1984,2664000
Costa Rica,CRI,1985,2737000
Costa Rica,CRI,1986,2810000
Costa Rica,CRI,1987,2885000
Costa Rica,CRI,1988,2961000
Costa Rica,CRI,1989,3039000
Costa Rica,CRI,1990,3119000
Costa Rica,CRI,1991,3202000
Costa Rica,CRI,1992,3287000
Costa Rica,CRI,1993,3372000
Costa Rica,CRI,1994,3459000
Costa Rica,CRI,1995,3546000
Costa Rica,CRI,1996,3632000
Costa Rica,CRI,1997,3719000
Costa Rica,CRI,1998,3804000
Costa Rica,CRI,1999,3885000
Costa Rica,CRI,2000,3962000
Costa Rica,CRI,2001,4034000
Costa Rica,CRI,2002,4101000
Costa Rica,CRI,2003,4164000
Costa Rica,CRI,2004,4225000
Costa Rica,CRI,2005,4286000
Costa Rica,CRI,2006,4345000
Costa Rica,CRI,2007,4405000
Costa Rica,CRI,2008,4463000
Costa Rica,CRI,2009,4521000
Costa Rica,CRI,2010,4577000
Costa Rica,CRI,2011,4633000
Costa Rica,CRI,2012,4688000
Costa Rica,CRI,2013,4742000
Costa Rica,CRI,2014,4795000
Costa Rica,CRI,2015,4848000
Costa Rica,CRI,2016,4899000
Costa Rica,CRI,2017,4950000
Costa Rica,CRI,2018,4999000
Costa Rica,CRI,2019,5048000
Cote d'Ivoire,CIV,1901,1875475
Cote d'Ivoire,CIV,1902,1887882
Cote d'Ivoire,CIV,1903,1900518
Cote d'Ivoire,CIV,1904,1913238
Cote d'Ivoire,CIV,1905,1926043
Cote d'Ivoire,CIV,1906,1938933
Cote d'Ivoire,CIV,1907,1951700
Cote d'Ivoire,CIV,1908,1964763
Cote d'Ivoire,CIV,1909,1977912
Cote d'Ivoire,CIV,1910,1991150
Cote d'Ivoire,CIV,1911,2004415
Cote d'Ivoire,CIV,1912,2017830
Cote d'Ivoire,CIV,1913,2031335
Cote d'Ivoire,CIV,1914,2044930
Cote d'Ivoire,CIV,1915,2058616
Cote d'Ivoire,CIV,1916,2072394
Cote d'Ivoire,CIV,1917,2086264
Cote d'Ivoire,CIV,1918,2100551
Cote d'Ivoire,CIV,1919,2114854
Cote d'Ivoire,CIV,1920,2129255
Cote d'Ivoire,CIV,1921,2143753
Cote d'Ivoire,CIV,1922,2158351
Cote d'Ivoire,CIV,1923,2173047
Cote d'Ivoire,CIV,1924,2187844
Cote d'Ivoire,CIV,1925,2202742
Cote d'Ivoire,CIV,1926,2217741
Cote d'Ivoire,CIV,1927,2232842
Cote d'Ivoire,CIV,1928,2248046
Cote d'Ivoire,CIV,1929,2263354
Cote d'Ivoire,CIV,1930,2278766
Cote d'Ivoire,CIV,1931,2294282
Cote d'Ivoire,CIV,1932,2309905
Cote d'Ivoire,CIV,1933,2325634
Cote d'Ivoire,CIV,1934,2341469
Cote d'Ivoire,CIV,1935,2357413
Cote d'Ivoire,CIV,1936,2373465
Cote d'Ivoire,CIV,1937,2389627
Cote d'Ivoire,CIV,1938,2405899
Cote d'Ivoire,CIV,1939,2422281
Cote d'Ivoire,CIV,1940,2438775
Cote d'Ivoire,CIV,1941,2455381
Cote d'Ivoire,CIV,1942,2472101
Cote d'Ivoire,CIV,1943,2488934
Cote d'Ivoire,CIV,1944,2505882
Cote d'Ivoire,CIV,1945,2522945
Cote d'Ivoire,CIV,1946,2540125
Cote d'Ivoire,CIV,1947,2557421
Cote d'Ivoire,CIV,1948,2574835
Cote d'Ivoire,CIV,1949,2592368
Cote d'Ivoire,CIV,1950,2630000
Cote d'Ivoire,CIV,1951,2691000
Cote d'Ivoire,CIV,1952,2761000
Cote d'Ivoire,CIV,1953,2838000
Cote d'Ivoire,CIV,1954,2920000
Cote d'Ivoire,CIV,1955,3004000
Cote d'Ivoire,CIV,1956,3092000
Cote d'Ivoire,CIV,1957,3184000
Cote d'Ivoire,CIV,1958,3282000
Cote d'Ivoire,CIV,1959,3387000
Cote d'Ivoire,CIV,1960,3504000
Cote d'Ivoire,CIV,1961,3632000
Cote d'Ivoire,CIV,1962,3771000
Cote d'Ivoire,CIV,1963,3919000
Cote d'Ivoire,CIV,1964,4071000
Cote d'Ivoire,CIV,1965,4227000
Cote d'Ivoire,CIV,1966,4384000
Cote d'Ivoire,CIV,1967,4544000
Cote d'Ivoire,CIV,1968,4713000
Cote d'Ivoire,CIV,1969,4897000
Cote d'Ivoire,CIV,1970,5102000
Cote d'Ivoire,CIV,1971,5329000
Cote d'Ivoire,CIV,1972,5576000
Cote d'Ivoire,CIV,1973,5842000
Cote d'Ivoire,CIV,1974,6121000
Cote d'Ivoire,CIV,1975,6412000
Cote d'Ivoire,CIV,1976,6714000
Cote d'Ivoire,CIV,1977,7026000
Cote d'Ivoire,CIV,1978,7350000
Cote d'Ivoire,CIV,1979,7686000
Cote d'Ivoire,CIV,1980,8034000
Cote d'Ivoire,CIV,1981,8394000
Cote d'Ivoire,CIV,1982,8765000
Cote d'Ivoire,CIV,1983,9145000
Cote d'Ivoire,CIV,1984,9530000
Cote d'Ivoire,CIV,1985,9918000
Cote d'Ivoire,CIV,1986,10307000
Cote d'Ivoire,CIV,1987,10698000
Cote d'Ivoire,CIV,1988,11095000
Cote d'Ivoire,CIV,1989,11502000
Cote d'Ivoire,CIV,1990,11925000
Cote d'Ivoire,CIV,1991,12362000
Cote d'Ivoire,CIV,1992,12812000
Cote d'Ivoire,CIV,1993,13272000
Cote d'Ivoire,CIV,1994,13735000
Cote d'Ivoire,CIV,1995,14200000
Cote d'Ivoire,CIV,1996,14665000
Cote d'Ivoire,CIV,1997,15131000
Cote d'Ivoire,CIV,1998,15589000
Cote d'Ivoire,CIV,1999,16033000
Cote d'Ivoire,CIV,2000,16455000
Cote d'Ivoire,CIV,2001,16853000
Cote d'Ivoire,CIV,2002,17232000
Cote d'Ivoire,CIV,2003,17600000
Cote d'Ivoire,CIV,2004,17970000
Cote d'Ivoire,CIV,2005,18355000
Cote d'Ivoire,CIV,2006,18755000
Cote d'Ivoire,CIV,2007,19171000
Cote d'Ivoire,CIV,2008,19606000
Cote d'Ivoire,CIV,2009,20059000
Cote d'Ivoire,CIV,2010,20533000
Cote d'Ivoire,CIV,2011,21029000
Cote d'Ivoire,CIV,2012,21547000
Cote d'Ivoire,CIV,2013,22088000
Cote d'Ivoire,CIV,2014,22648000
Cote d'Ivoire,CIV,2015,23226000
Cote d'Ivoire,CIV,2016,23823000
Cote d'Ivoire,CIV,2017,24437000
Cote d'Ivoire,CIV,2018,25069000
Cote d'Ivoire,CIV,2019,25717000
Croatia,HRV,1901,2505078
Croatia,HRV,1902,2526899
Croatia,HRV,1903,2549239
Croatia,HRV,1904,2571777
Croatia,HRV,1905,2594514
Croatia,HRV,1906,2617451
Croatia,HRV,1907,2640116
Croatia,HRV,1908,2663457
Croatia,HRV,1909,2687004
Croatia,HRV,1910,2710759
Croatia,HRV,1911,2734584
Croatia,HRV,1912,2758760
Croatia,HRV,1913,2783150
Croatia,HRV,1914,2807755
Croatia,HRV,1915,2832579
Croatia,HRV,1916,2857621
Croatia,HRV,1917,2882885
Croatia,HRV,1918,2908330
Croatia,HRV,1919,2934011
Croatia,HRV,1920,2959918
Croatia,HRV,1921,2986054
Croatia,HRV,1922,3012420
Croatia,HRV,1923,3039020
Croatia,HRV,1924,3065854
Croatia,HRV,1925,3092926
Croatia,HRV,1926,3120236
Croatia,HRV,1927,3147788
Croatia,HRV,1928,3175582
Croatia,HRV,1929,3203623
Croatia,HRV,1930,3231910
Croatia,HRV,1931,3260448
Croatia,HRV,1932,3289238
Croatia,HRV,1933,3318282
Croatia,HRV,1934,3347582
Croatia,HRV,1935,3377141
Croatia,HRV,1936,3406961
Croatia,HRV,1937,3437044
Croatia,HRV,1938,3467393
Croatia,HRV,1939,3498010
Croatia,HRV,1940,3528897
Croatia,HRV,1941,3560057
Croatia,HRV,1942,3591492
Croatia,HRV,1943,3623205
Croatia,HRV,1944,3655198
Croatia,HRV,1945,3687473
Croatia,HRV,1946,3720033
Croatia,HRV,1947,3752881
Croatia,HRV,1948,3786019
Croatia,HRV,1949,3819449
Croatia,HRV,1950,3850000
Croatia,HRV,1951,3886000
Croatia,HRV,1952,3923000
Croatia,HRV,1953,3959000
Croatia,HRV,1954,3995000
Croatia,HRV,1955,4030000
Croatia,HRV,1956,4065000
Croatia,HRV,1957,4098000
Croatia,HRV,1958,4130000
Croatia,HRV,1959,4162000
Croatia,HRV,1960,4193000
Croatia,HRV,1961,4223000
Croatia,HRV,1962,4251000
Croatia,HRV,1963,4279000
Croatia,HRV,1964,4305000
Croatia,HRV,1965,4329000
Croatia,HRV,1966,4351000
Croatia,HRV,1967,4371000
Croatia,HRV,1968,4389000
Croatia,HRV,1969,4407000
Croatia,HRV,1970,4423000
Croatia,HRV,1971,4439000
Croatia,HRV,1972,4454000
Croatia,HRV,1973,4469000
Croatia,HRV,1974,4485000
Croatia,HRV,1975,4501000
Croatia,HRV,1976,4518000
Croatia,HRV,1977,4536000
Croatia,HRV,1978,4555000
Croatia,HRV,1979,4576000
Croatia,HRV,1980,4598000
Croatia,HRV,1981,4621000
Croatia,HRV,1982,4645000
Croatia,HRV,1983,4670000
Croatia,HRV,1984,4693000
Croatia,HRV,1985,4716000
Croatia,HRV,1986,4738000
Croatia,HRV,1987,4758000
Croatia,HRV,1988,4774000
Croatia,HRV,1989,4781000
Croatia,HRV,1990,4776000
Croatia,HRV,1991,4760000
Croatia,HRV,1992,4733000
Croatia,HRV,1993,4698000
Croatia,HRV,1994,4658000
Croatia,HRV,1995,4617000
Croatia,HRV,1996,4575000
Croatia,HRV,1997,4532000
Croatia,HRV,1998,4492000
Croatia,HRV,1999,4456000
Croatia,HRV,2000,4428000
Croatia,HRV,2001,4408000
Croatia,HRV,2002,4396000
Croatia,HRV,2003,4389000
Croatia,HRV,2004,4384000
Croatia,HRV,2005,4378000
Croatia,HRV,2006,4371000
Croatia,HRV,2007,4362000
Croatia,HRV,2008,4353000
Croatia,HRV,2009,4341000
Croatia,HRV,2010,4328000
Croatia,HRV,2011,4313000
Croatia,HRV,2012,4296000
Croatia,HRV,2013,4277000
Croatia,HRV,2014,4256000
Croatia,HRV,2015,4233000
Croatia,HRV,2016,4209000
Croatia,HRV,2017,4183000
Croatia,HRV,2018,4156000
Croatia,HRV,2019,4130000
Cuba,CUB,1901,1793462
Cuba,CUB,1902,1819219
Cuba,CUB,1903,1862850
Cuba,CUB,1904,1912848
Cuba,CUB,1905,1969674
Cuba,CUB,1906,2027330
Cuba,CUB,1907,2077751
Cuba,CUB,1908,2138045
Cuba,CUB,1909,2201646
Cuba,CUB,1910,2268557
Cuba,CUB,1911,2336739
Cuba,CUB,1912,2409735
Cuba,CUB,1913,2485505
Cuba,CUB,1914,2563712
Cuba,CUB,1915,2644017
Cuba,CUB,1916,2726423
Cuba,CUB,1917,2810249
Cuba,CUB,1918,2894520
Cuba,CUB,1919,2980135
Cuba,CUB,1920,3067114
Cuba,CUB,1921,3155116
Cuba,CUB,1922,3243800
Cuba,CUB,1923,3333167
Cuba,CUB,1924,3422533
Cuba,CUB,1925,3511900
Cuba,CUB,1926,3600925
Cuba,CUB,1927,3689951
Cuba,CUB,1928,3766015
Cuba,CUB,1929,3844807
Cuba,CUB,1930,3918824
Cuba,CUB,1931,4001369
Cuba,CUB,1932,4077433
Cuba,CUB,1933,4154861
Cuba,CUB,1934,4235700
Cuba,CUB,1935,4313811
Cuba,CUB,1936,4388851
Cuba,CUB,1937,4459458
Cuba,CUB,1938,4530405
Cuba,CUB,1939,4601694
Cuba,CUB,1940,4672300
Cuba,CUB,1941,4742907
Cuba,CUB,1942,4815560
Cuba,CUB,1943,4888554
Cuba,CUB,1944,4966323
Cuba,CUB,1945,5055007
Cuba,CUB,1946,5158359
Cuba,CUB,1947,5272966
Cuba,CUB,1948,5391326
Cuba,CUB,1949,5653284
Cuba,CUB,1950,5920000
Cuba,CUB,1951,6050000
Cuba,CUB,1952,6179000
Cuba,CUB,1953,6304000
Cuba,CUB,1954,6424000
Cuba,CUB,1955,6539000
Cuba,CUB,1956,6652000
Cuba,CUB,1957,6765000
Cuba,CUB,1958,6881000
Cuba,CUB,1959,7005000
Cuba,CUB,1960,7141000
Cuba,CUB,1961,7291000
Cuba,CUB,1962,7454000
Cuba,CUB,1963,7623000
Cuba,CUB,1964,7793000
Cuba,CUB,1965,7958000
Cuba,CUB,1966,8115000
Cuba,CUB,1967,8266000
Cuba,CUB,1968,8414000
Cuba,CUB,1969,8561000
Cuba,CUB,1970,8713000
Cuba,CUB,1971,8868000
Cuba,CUB,1972,9025000
Cuba,CUB,1973,9179000
Cuba,CUB,1974,9321000
Cuba,CUB,1975,9446000
Cuba,CUB,1976,9554000
Cuba,CUB,1977,9646000
Cuba,CUB,1978,9724000
Cuba,CUB,1979,9791000
Cuba,CUB,1980,9849000
Cuba,CUB,1981,9899000
Cuba,CUB,1982,9940000
Cuba,CUB,1983,9981000
Cuba,CUB,1984,10032000
Cuba,CUB,1985,10098000
Cuba,CUB,1986,10184000
Cuba,CUB,1987,10287000
Cuba,CUB,1988,10398000
Cuba,CUB,1989,10504000
Cuba,CUB,1990,10597000
Cuba,CUB,1991,10674000
Cuba,CUB,1992,10736000
Cuba,CUB,1993,10789000
Cuba,CUB,1994,10838000
Cuba,CUB,1995,10888000
Cuba,CUB,1996,10939000
Cuba,CUB,1997,10990000
Cuba,CUB,1998,11039000
Cuba,CUB,1999,11085000
Cuba,CUB,2000,11126000
Cuba,CUB,2001,11165000
Cuba,CUB,2002,11200000
Cuba,CUB,2003,11229000
Cuba,CUB,2004,11250000
Cuba,CUB,2005,11262000
Cuba,CUB,2006,11261000
Cuba,CUB,2007,11251000
Cuba,CUB,2008,11237000
Cuba,CUB,2009,11227000
Cuba,CUB,2010,11226000
Cuba,CUB,2011,11237000
Cuba,CUB,2012,11257000
Cuba,CUB,2013,11283000
Cuba,CUB,2014,11307000
Cuba,CUB,2015,11325000
Cuba,CUB,2016,11335000
Cuba,CUB,2017,11339000
Cuba,CUB,2018,11338000
Cuba,CUB,2019,11333000
Curacao,CUW,1950,100000
Curacao,CUW,1951,105000
Curacao,CUW,1952,108000
Curacao,CUW,1953,112000
Curacao,CUW,1954,114000
Curacao,CUW,1955,117000
Curacao,CUW,1956,119000
Curacao,CUW,1957,121000
Curacao,CUW,1958,123000
Curacao,CUW,1959,125000
Curacao,CUW,1960,127000
Curacao,CUW,1961,128000
Curacao,CUW,1962,130000
Curacao,CUW,1963,131000
Curacao,CUW,1964,132000
Curacao,CUW,1965,134000
Curacao,CUW,1966,136000
Curacao,CUW,1967,138000
Curacao,CUW,1968,140000
Curacao,CUW,1969,142000
Curacao,CUW,1970,144000
Curacao,CUW,1971,145000
Curacao,CUW,1972,147000
Curacao,CUW,1973,149000
Curacao,CUW,1974,150000
Curacao,CUW,1975,150000
Curacao,CUW,1976,150000
Curacao,CUW,1977,150000
Curacao,CUW,1978,149000
Curacao,CUW,1979,148000
Curacao,CUW,1980,148000
Curacao,CUW,1981,148000
Curacao,CUW,1982,149000
Curacao,CUW,1983,150000
Curacao,CUW,1984,150000
Curacao,CUW,1985,150000
Curacao,CUW,1986,150000
Curacao,CUW,1987,149000
Curacao,CUW,1988,148000
Curacao,CUW,1989,147000
Curacao,CUW,1990,147000
Curacao,CUW,1991,146000
Curacao,CUW,1992,146000
Curacao,CUW,1993,146000
Curacao,CUW,1994,145000
Curacao,CUW,1995,144000
Curacao,CUW,1996,142000
Curacao,CUW,1997,140000
Curacao,CUW,1998,137000
Curacao,CUW,1999,134000
Curacao,CUW,2000,132000
Curacao,CUW,2001,130000
Curacao,CUW,2002,129000
Curacao,CUW,2003,128000
Curacao,CUW,2004,129000
Curacao,CUW,2005,130000
Curacao,CUW,2006,133000
Curacao,CUW,2007,137000
Curacao,CUW,2008,141000
Curacao,CUW,2009,145000
Curacao,CUW,2010,149000
Curacao,CUW,2011,152000
Curacao,CUW,2012,155000
Curacao,CUW,2013,157000
Curacao,CUW,2014,158000
Curacao,CUW,2015,160000
Curacao,CUW,2016,161000
Curacao,CUW,2017,162000
Curacao,CUW,2018,163000
Curacao,CUW,2019,163000
Cyprus,CYP,1901,238464
Cyprus,CYP,1902,241568
Cyprus,CYP,1903,244959
Cyprus,CYP,1904,248450
Cyprus,CYP,1905,252042
Cyprus,CYP,1906,255738
Cyprus,CYP,1907,259361
Cyprus,CYP,1908,263164
Cyprus,CYP,1909,267023
Cyprus,CYP,1910,270836
Cyprus,CYP,1911,274702
Cyprus,CYP,1912,278387
Cyprus,CYP,1913,281950
Cyprus,CYP,1914,285558
Cyprus,CYP,1915,289213
Cyprus,CYP,1916,292915
Cyprus,CYP,1917,296663
Cyprus,CYP,1918,300440
Cyprus,CYP,1919,304270
Cyprus,CYP,1920,308148
Cyprus,CYP,1921,311926
Cyprus,CYP,1922,315600
Cyprus,CYP,1923,319168
Cyprus,CYP,1924,322776
Cyprus,CYP,1925,326425
Cyprus,CYP,1926,330115
Cyprus,CYP,1927,333847
Cyprus,CYP,1928,337620
Cyprus,CYP,1929,341437
Cyprus,CYP,1930,345297
Cyprus,CYP,1931,349896
Cyprus,CYP,1932,355256
Cyprus,CYP,1933,361396
Cyprus,CYP,1934,367642
Cyprus,CYP,1935,373997
Cyprus,CYP,1936,380461
Cyprus,CYP,1937,387037
Cyprus,CYP,1938,393726
Cyprus,CYP,1939,400531
Cyprus,CYP,1940,407454
Cyprus,CYP,1941,414496
Cyprus,CYP,1942,421661
Cyprus,CYP,1943,428949
Cyprus,CYP,1944,436363
Cyprus,CYP,1945,443905
Cyprus,CYP,1946,452528
Cyprus,CYP,1947,462274
Cyprus,CYP,1948,473186
Cyprus,CYP,1949,484354
Cyprus,CYP,1950,494000
Cyprus,CYP,1951,500000
Cyprus,CYP,1952,507000
Cyprus,CYP,1953,513000
Cyprus,CYP,1954,521000
Cyprus,CYP,1955,530000
Cyprus,CYP,1956,540000
Cyprus,CYP,1957,549000
Cyprus,CYP,1958,559000
Cyprus,CYP,1959,567000
Cyprus,CYP,1960,573000
Cyprus,CYP,1961,576000
Cyprus,CYP,1962,578000
Cyprus,CYP,1963,578000
Cyprus,CYP,1964,579000
Cyprus,CYP,1965,581000
Cyprus,CYP,1966,585000
Cyprus,CYP,1967,591000
Cyprus,CYP,1968,598000
Cyprus,CYP,1969,606000
Cyprus,CYP,1970,614000
Cyprus,CYP,1971,621000
Cyprus,CYP,1972,628000
Cyprus,CYP,1973,635000
Cyprus,CYP,1974,642000
Cyprus,CYP,1975,650000
Cyprus,CYP,1976,658000
Cyprus,CYP,1977,666000
Cyprus,CYP,1978,673000
Cyprus,CYP,1979,680000
Cyprus,CYP,1980,685000
Cyprus,CYP,1981,689000
Cyprus,CYP,1982,692000
Cyprus,CYP,1983,694000
Cyprus,CYP,1984,698000
Cyprus,CYP,1985,704000
Cyprus,CYP,1986,712000
Cyprus,CYP,1987,723000
Cyprus,CYP,1988,736000
Cyprus,CYP,1989,751000
Cyprus,CYP,1990,767000
Cyprus,CYP,1991,783000
Cyprus,CYP,1992,801000
Cyprus,CYP,1993,819000
Cyprus,CYP,1994,837000
Cyprus,CYP,1995,855000
Cyprus,CYP,1996,873000
Cyprus,CYP,1997,891000
Cyprus,CYP,1998,909000
Cyprus,CYP,1999,926000
Cyprus,CYP,2000,943000
Cyprus,CYP,2001,960000
Cyprus,CYP,2002,977000
Cyprus,CYP,2003,994000
Cyprus,CYP,2004,1010000
Cyprus,CYP,2005,1028000
Cyprus,CYP,2006,1046000
Cyprus,CYP,2007,1064000
Cyprus,CYP,2008,1082000
Cyprus,CYP,2009,1098000
Cyprus,CYP,2010,1113000
Cyprus,CYP,2011,1125000
Cyprus,CYP,2012,1135000
Cyprus,CYP,2013,1144000
Cyprus,CYP,2014,1152000
Cyprus,CYP,2015,1161000
Cyprus,CYP,2016,1170000
Cyprus,CYP,2017,1180000
Cyprus,CYP,2018,1189000
Cyprus,CYP,2019,1199000
Czech Republic,CZE,1901,7426351
Czech Republic,CZE,1902,7453535
Czech Republic,CZE,1903,7480986
Czech Republic,CZE,1904,7508538
Czech Republic,CZE,1905,7536191
Czech Republic,CZE,1906,7563946
Czech Republic,CZE,1907,7591566
Czech Republic,CZE,1908,7619525
Czech Republic,CZE,1909,7647586
Czech Republic,CZE,1910,7675752
Czech Republic,CZE,1911,7703952
Czech Republic,CZE,1912,7732325
Czech Republic,CZE,1913,7760802
Czech Republic,CZE,1914,7789384
Czech Republic,CZE,1915,7818071
Czech Republic,CZE,1916,7846865
Czech Republic,CZE,1917,7875764
Czech Republic,CZE,1918,7904588
Czech Republic,CZE,1919,7933564
Czech Republic,CZE,1920,7962646
Czech Republic,CZE,1921,7991834
Czech Republic,CZE,1922,8021129
Czech Republic,CZE,1923,8050532
Czech Republic,CZE,1924,8080042
Czech Republic,CZE,1925,8109661
Czech Republic,CZE,1926,8139388
Czech Republic,CZE,1927,8169224
Czech Republic,CZE,1928,8199170
Czech Republic,CZE,1929,8229225
Czech Republic,CZE,1930,8259391
Czech Republic,CZE,1931,8289667
Czech Republic,CZE,1932,8320054
Czech Republic,CZE,1933,8350552
Czech Republic,CZE,1934,8381163
Czech Republic,CZE,1935,8411885
Czech Republic,CZE,1936,8442720
Czech Republic,CZE,1937,8473668
Czech Republic,CZE,1938,8504730
Czech Republic,CZE,1939,8535905
Czech Republic,CZE,1940,8567195
Czech Republic,CZE,1941,8598599
Czech Republic,CZE,1942,8630119
Czech Republic,CZE,1943,8661754
Czech Republic,CZE,1944,8693505
Czech Republic,CZE,1945,8725372
Czech Republic,CZE,1946,8757357
Czech Republic,CZE,1947,8789458
Czech Republic,CZE,1948,8821677
Czech Republic,CZE,1949,8854015
Czech Republic,CZE,1950,8903000
Czech Republic,CZE,1951,9007000
Czech Republic,CZE,1952,9110000
Czech Republic,CZE,1953,9206000
Czech Republic,CZE,1954,9290000
Czech Republic,CZE,1955,9362000
Czech Republic,CZE,1956,9420000
Czech Republic,CZE,1957,9468000
Czech Republic,CZE,1958,9508000
Czech Republic,CZE,1959,9548000
Czech Republic,CZE,1960,9590000
Czech Republic,CZE,1961,9638000
Czech Republic,CZE,1962,9691000
Czech Republic,CZE,1963,9742000
Czech Republic,CZE,1964,9784000
Czech Republic,CZE,1965,9811000
Czech Republic,CZE,1966,9821000
Czech Republic,CZE,1967,9817000
Czech Republic,CZE,1968,9808000
Czech Republic,CZE,1969,9805000
Czech Republic,CZE,1970,9818000
Czech Republic,CZE,1971,9847000
Czech Republic,CZE,1972,9891000
Czech Republic,CZE,1973,9946000
Czech Republic,CZE,1974,10007000
Czech Republic,CZE,1975,10070000
Czech Republic,CZE,1976,10135000
Czech Republic,CZE,1977,10201000
Czech Republic,CZE,1978,10263000
Czech Republic,CZE,1979,10314000
Czech Republic,CZE,1980,10349000
Czech Republic,CZE,1981,10366000
Czech Republic,CZE,1982,10365000
Czech Republic,CZE,1983,10354000
Czech Republic,CZE,1984,10341000
Czech Republic,CZE,1985,10331000
Czech Republic,CZE,1986,10327000
Czech Republic,CZE,1987,10327000
Czech Republic,CZE,1988,10331000
Czech Republic,CZE,1989,10336000
Czech Republic,CZE,1990,10341000
Czech Republic,CZE,1991,10346000
Czech Republic,CZE,1992,10353000
Czech Republic,CZE,1993,10359000
Czech Republic,CZE,1994,10361000
Czech Republic,CZE,1995,10358000
Czech Republic,CZE,1996,10350000
Czech Republic,CZE,1997,10338000
Czech Republic,CZE,1998,10323000
Czech Republic,CZE,1999,10306000
Czech Republic,CZE,2000,10289000
Czech Republic,CZE,2001,10271000
Czech Republic,CZE,2002,10252000
Czech Republic,CZE,2003,10239000
Czech Republic,CZE,2004,10239000
Czech Republic,CZE,2005,10258000
Czech Republic,CZE,2006,10299000
Czech Republic,CZE,2007,10358000
Czech Republic,CZE,2008,10425000
